| Agent    0 | Location(x,y) = (  41,  67) in Environment -   DerivENV | High-Level-State 0
| Agent  101 | Location (x,y) = ( 239,   2) in Environment -   DerivENV | High-Level-State 2
| Agent  100 | Location (x,y) = (  35,  41) in Environment -   DerivENV | High-Level-State 2
| Agent   99 | Location (x,y) = ( 139,   0) in Environment -   DerivENV | High-Level-State 0
| Agent   98 | Location (x,y) = ( 182,  20) in Environment -   DerivENV | High-Level-State 0
| Agent   97 | Location (x,y) = ( 362,  49) in Environment -   DerivENV | High-Level-State 0
| Agent   96 | Location (x,y) = ( 328,   3) in Environment -   DerivENV | High-Level-State 0
| Agent   95 | Location (x,y) = ( 367,  11) in Environment -   DerivENV | High-Level-State 0
| Agent   94 | Location (x,y) = (   0,   7) in Environment -   DerivENV | High-Level-State 0
| Agent   93 | Location (x,y) = ( 333,  33) in Environment -   DerivENV | High-Level-State 0
| Agent   92 | Location (x,y) = ( 157,  33) in Environment -   DerivENV | High-Level-State 1
| Agent   91 | Location (x,y) = ( 224,   9) in Environment -   DerivENV | High-Level-State 0
| Agent   90 | Location (x,y) = ( 273,  41) in Environment -   DerivENV | High-Level-State 0
| Agent   89 | Location (x,y) = (  18,  69) in Environment -   DerivENV | High-Level-State 0
| Agent   88 | Location (x,y) = (  73,  74) in Environment -   DerivENV | High-Level-State 0
| Agent   87 | Location (x,y) = ( 255,  93) in Environment -   DerivENV | High-Level-State 2
| Agent   86 | Location (x,y) = (  31,   2) in Environment -   DerivENV | High-Level-State 0
| Agent   85 | Location (x,y) = ( 198,  25) in Environment -   DerivENV | High-Level-State 0
| Agent   84 | Location (x,y) = ( 207,  58) in Environment -   DerivENV | High-Level-State 2
| Agent   83 | Location (x,y) = ( 388,  12) in Environment -   DerivENV | High-Level-State 2
| Agent   82 | Location (x,y) = ( 282,  58) in Environment -   DerivENV | High-Level-State 0
| Agent   81 | Location (x,y) = ( 352,  56) in Environment -   DerivENV | High-Level-State 0
| Agent   80 | Location (x,y) = ( 264,  58) in Environment -   DerivENV | High-Level-State 0
| Agent   79 | Location (x,y) = ( 329,  79) in Environment -   DerivENV | High-Level-State 0
| Agent   78 | Location (x,y) = (  77,  98) in Environment -   DerivENV | High-Level-State 0
| Agent   77 | Location (x,y) = ( 323,  31) in Environment -   DerivENV | High-Level-State 0
| Agent   76 | Location (x,y) = (  77,  78) in Environment -   DerivENV | High-Level-State 0
| Agent   75 | Location (x,y) = ( 138,  82) in Environment -   DerivENV | High-Level-State 0
| Agent   74 | Location (x,y) = ( 156,  97) in Environment -   DerivENV | High-Level-State 0
| Agent   73 | Location (x,y) = ( 304,  76) in Environment -   DerivENV | High-Level-State 0
| Agent   72 | Location (x,y) = ( 285,  52) in Environment -   DerivENV | High-Level-State 0
| Agent   71 | Location (x,y) = ( 370,  18) in Environment -   DerivENV | High-Level-State 0
| Agent   70 | Location (x,y) = (  65,  92) in Environment -   DerivENV | High-Level-State 0
| Agent   69 | Location (x,y) = ( 105,  54) in Environment -   DerivENV | High-Level-State 0
| Agent   68 | Location (x,y) = (  71,  87) in Environment -   DerivENV | High-Level-State 0
| Agent   67 | Location (x,y) = (  33,   5) in Environment -   DerivENV | High-Level-State 0
| Agent   66 | Location (x,y) = ( 376,  25) in Environment -   DerivENV | High-Level-State 0
| Agent   65 | Location (x,y) = (  62,  93) in Environment -   DerivENV | High-Level-State 0
| Agent   64 | Location (x,y) = ( 305,  69) in Environment -   DerivENV | High-Level-State 2
| Agent   63 | Location (x,y) = ( 338,  43) in Environment -   DerivENV | High-Level-State 0
| Agent   62 | Location (x,y) = ( 390,  79) in Environment -   DerivENV | High-Level-State 0
| Agent   61 | Location (x,y) = ( 364,  40) in Environment -   DerivENV | High-Level-State 0
| Agent   60 | Location (x,y) = ( 111,  23) in Environment -   DerivENV | High-Level-State 0
| Agent   59 | Location (x,y) = ( 224,  80) in Environment -   DerivENV | High-Level-State 0
| Agent   58 | Location (x,y) = ( 177,  33) in Environment -   DerivENV | High-Level-State 0
| Agent   57 | Location (x,y) = ( 398,  81) in Environment -   DerivENV | High-Level-State 0
| Agent   56 | Location (x,y) = ( 144,  28) in Environment -   DerivENV | High-Level-State 0
| Agent   55 | Location (x,y) = ( 255,  17) in Environment -   DerivENV | High-Level-State 0
| Agent   54 | Location (x,y) = ( 229,   7) in Environment -   DerivENV | High-Level-State 1
| Agent   53 | Location (x,y) = (  10,  77) in Environment -   DerivENV | High-Level-State 0
| Agent   52 | Location (x,y) = ( 397,  42) in Environment -   DerivENV | High-Level-State 0
| Agent   51 | Location (x,y) = ( 335,  75) in Environment -   DerivENV | High-Level-State 0
| Agent   50 | Location (x,y) = ( 315,  96) in Environment -   DerivENV | High-Level-State 0
| Agent   49 | Location (x,y) = ( 180,  56) in Environment -   DerivENV | High-Level-State 2
| Agent   48 | Location (x,y) = ( 362,  87) in Environment -   DerivENV | High-Level-State 0
| Agent   47 | Location (x,y) = ( 240,  56) in Environment -   DerivENV | High-Level-State 2
| Agent   46 | Location (x,y) = ( 200,   9) in Environment -   DerivENV | High-Level-State 0
| Agent   45 | Location (x,y) = ( 298,  44) in Environment -   DerivENV | High-Level-State 0
| Agent   44 | Location (x,y) = ( 217,  97) in Environment -   DerivENV | High-Level-State 0
| Agent   43 | Location (x,y) = (  62,  17) in Environment -   DerivENV | High-Level-State 0
| Agent   42 | Location (x,y) = ( 231,  61) in Environment -   DerivENV | High-Level-State 2
| Agent   41 | Location (x,y) = ( 178,  62) in Environment -   DerivENV | High-Level-State 0
| Agent   40 | Location (x,y) = ( 151,  12) in Environment -   DerivENV | High-Level-State 0
| Agent   39 | Location (x,y) = (  78,  24) in Environment -   DerivENV | High-Level-State 0
| Agent   38 | Location (x,y) = (  79,  79) in Environment -   DerivENV | High-Level-State 0
| Agent   37 | Location (x,y) = ( 234,  54) in Environment -   DerivENV | High-Level-State 0
| Agent   36 | Location (x,y) = ( 388,   5) in Environment -   DerivENV | High-Level-State 0
| Agent   35 | Location (x,y) = ( 127,   0) in Environment -   DerivENV | High-Level-State 0
| Agent   34 | Location (x,y) = ( 208,  21) in Environment -   DerivENV | High-Level-State 0
| Agent   33 | Location (x,y) = ( 318,  47) in Environment -   DerivENV | High-Level-State 0
| Agent   32 | Location (x,y) = ( 364,  16) in Environment -   DerivENV | High-Level-State 0
| Agent   31 | Location (x,y) = ( 277,  48) in Environment -   DerivENV | High-Level-State 0
| Agent   30 | Location (x,y) = ( 147,  32) in Environment -   DerivENV | High-Level-State 0
| Agent   29 | Location (x,y) = (  39,  60) in Environment -   DerivENV | High-Level-State 0
| Agent   28 | Location (x,y) = ( 239,  97) in Environment -   DerivENV | High-Level-State 0
| Agent   27 | Location (x,y) = ( 103,  21) in Environment -   DerivENV | High-Level-State 0
| Agent   26 | Location (x,y) = ( 154,  54) in Environment -   DerivENV | High-Level-State 0
| Agent   25 | Location (x,y) = ( 277,   0) in Environment -   DerivENV | High-Level-State 2
| Agent   24 | Location (x,y) = ( 295,  73) in Environment -   DerivENV | High-Level-State 0
| Agent   23 | Location (x,y) = ( 340,  78) in Environment -   DerivENV | High-Level-State 0
| Agent   22 | Location (x,y) = ( 276,   6) in Environment -   DerivENV | High-Level-State 1
| Agent   21 | Location (x,y) = (  30,  45) in Environment -   DerivENV | High-Level-State 2
| Agent   20 | Location (x,y) = ( 385,  55) in Environment -   DerivENV | High-Level-State 0
| Agent   19 | Location (x,y) = ( 131,   9) in Environment -   DerivENV | High-Level-State 0
| Agent   18 | Location (x,y) = ( 115,  40) in Environment -   DerivENV | High-Level-State 0
| Agent   17 | Location (x,y) = ( 293,  77) in Environment -   DerivENV | High-Level-State 0
| Agent   16 | Location (x,y) = ( 294,  76) in Environment -   DerivENV | High-Level-State 0
| Agent   15 | Location (x,y) = ( 143,  98) in Environment -   DerivENV | High-Level-State 2
| Agent   14 | Location (x,y) = ( 334,  14) in Environment -   DerivENV | High-Level-State 0
| Agent   13 | Location (x,y) = ( 127,  34) in Environment -   DerivENV | High-Level-State 0
| Agent   12 | Location (x,y) = ( 358,  15) in Environment -   DerivENV | High-Level-State 0
| Agent   11 | Location (x,y) = ( 257,  13) in Environment -   DerivENV | High-Level-State 0
| Agent   10 | Location (x,y) = ( 317,  50) in Environment -   DerivENV | High-Level-State 0
| Agent    9 | Location (x,y) = (  35,  63) in Environment -   DerivENV | High-Level-State 0
| Agent    8 | Location (x,y) = ( 112,  92) in Environment -   DerivENV | High-Level-State 0
| Agent    7 | Location (x,y) = ( 320,  59) in Environment -   DerivENV | High-Level-State 0
| Agent    6 | Location (x,y) = ( 369,  84) in Environment -   DerivENV | High-Level-State 0
| Agent    5 | Location (x,y) = ( 113,  55) in Environment -   DerivENV | High-Level-State 0
| Agent    4 | Location (x,y) = ( 189,  87) in Environment -   DerivENV | High-Level-State 0
| Agent    3 | Location (x,y) = ( 318,  86) in Environment -   DerivENV | High-Level-State 0
| Agent    2 | Location (x,y) = ( 271,   8) in Environment -   DerivENV | High-Level-State 0
| Agent    1 | Location (x,y) = ( 244,  88) in Environment -   DerivENV | High-Level-State 0
| Agent    0 | Location (x,y) = ( 289,  96) in Environment -   DerivENV | High-Level-State 2
	Tally: { S = 86 , I = 3 , R = 61 | Time 20

| Agent  149 | Location (x,y) = (  47,  36) in Environment -   DerivENV | High-Level-State 2
| Agent  148 | Location (x,y) = ( 311,  47) in Environment -   DerivENV | High-Level-State 2
| Agent  147 | Location (x,y) = ( 357,  37) in Environment -   DerivENV | High-Level-State 2
| Agent  146 | Location (x,y) = ( 162,  63) in Environment -   DerivENV | High-Level-State 2
| Agent  145 | Location (x,y) = ( 224,  95) in Environment -   DerivENV | High-Level-State 2
| Agent  144 | Location (x,y) = ( 174,   3) in Environment -   DerivENV | High-Level-State 2
| Agent  143 | Location (x,y) = ( 351,  95) in Environment -   DerivENV | High-Level-State 2
| Agent  142 | Location (x,y) = (  88,  17) in Environment -   DerivENV | High-Level-State 2
| Agent  141 | Location (x,y) = ( 305,  10) in Environment -   DerivENV | High-Level-State 2
| Agent  140 | Location (x,y) = ( 145,  25) in Environment -   DerivENV | High-Level-State 2
| Agent  139 | Location (x,y) = (  15,  30) in Environment -   DerivENV | High-Level-State 2
| Agent  138 | Location (x,y) = ( 139,  26) in Environment -   DerivENV | High-Level-State 2
| Agent  137 | Location (x,y) = (  50,  73) in Environment -   DerivENV | High-Level-State 2
| Agent  136 | Location (x,y) = ( 220,  29) in Environment -   DerivENV | High-Level-State 2
| Agent  135 | Location (x,y) = ( 249,  74) in Environment -   DerivENV | High-Level-State 2
| Agent  134 | Location (x,y) = ( 181,  13) in Environment -   DerivENV | High-Level-State 2
| Agent  133 | Location (x,y) = ( 346,  22) in Environment -   DerivENV | High-Level-State 2
| Agent  132 | Location (x,y) = (  28,  26) in Environment -   DerivENV | High-Level-State 2
| Agent  131 | Location (x,y) = (  57,  90) in Environment -   DerivENV | High-Level-State 2
| Agent  130 | Location (x,y) = (  88,   8) in Environment -   DerivENV | High-Level-State 2
| Agent  129 | Location (x,y) = ( 144,  64) in Environment -   DerivENV | High-Level-State 2
| Agent  128 | Location (x,y) = ( 307,  43) in Environment -   DerivENV | High-Level-State 2
| Agent  127 | Location (x,y) = ( 194,  68) in Environment -   DerivENV | High-Level-State 2
| Agent  126 | Location (x,y) = ( 376,  62) in Environment -   DerivENV | High-Level-State 2
| Agent  125 | Location (x,y) = ( 119,  40) in Environment -   DerivENV | High-Level-State 2
| Agent  124 | Location (x,y) = ( 269,  63) in Environment -   DerivENV | High-Level-State 2
| Agent  123 | Location (x,y) = ( 239,  85) in Environment -   DerivENV | High-Level-State 2
| Agent  122 | Location (x,y) = ( 217,  97) in Environment -   DerivENV | High-Level-State 2
| Agent  121 | Location (x,y) = ( 368,   1) in Environment -   DerivENV | High-Level-State 2
| Agent  120 | Location (x,y) = (  60,  43) in Environment -   DerivENV | High-Level-State 2
| Agent  119 | Location (x,y) = (  76,  35) in Environment -   DerivENV | High-Level-State 2
| Agent  118 | Location (x,y) = (  46,  93) in Environment -   DerivENV | High-Level-State 2
| Agent  117 | Location (x,y) = ( 111,  65) in Environment -   DerivENV | High-Level-State 2
| Agent  116 | Location (x,y) = (  66,  73) in Environment -   DerivENV | High-Level-State 2
| Agent  115 | Location (x,y) = (  22,  20) in Environment -   DerivENV | High-Level-State 2
| Agent  114 | Location (x,y) = ( 267,  24) in Environment -   DerivENV | High-Level-State 2
| Agent  113 | Location (x,y) = (  54,  67) in Environment -   DerivENV | High-Level-State 2
| Agent  112 | Location (x,y) = ( 236,  19) in Environment -   DerivENV | High-Level-State 2
| Agent  111 | Location (x,y) = ( 241,  86) in Environment -   DerivENV | High-Level-State 2
| Agent  110 | Location (x,y) = (  25,  54) in Environment -   DerivENV | High-Level-State 2
| Agent  109 | Location (x,y) = ( 266,  93) in Environment -   DerivENV | High-Level-State 2
| Agent  108 | Location (x,y) = ( 261,  27) in Environment -   DerivENV | High-Level-State 2
| Agent  107 | Location (x,y) = ( 228,   4) in Environment -   DerivENV | High-Level-State 2
| Agent  106 | Location (x,y) = ( 245,  17) in Environment -   DerivENV | High-Level-State 2
| Agent  105 | Location (x,y) = ( 131,  52) in Environment -   DerivENV | High-Level-State 2
| Agent  104 | Location (x,y) = ( 362,   1) in Environment -   DerivENV | High-Level-State 2
| Agent  103 | Location (x,y) = ( 321,  34) in Environment -   DerivENV | High-Level-State 2
| Agent  102 | Location (x,y) = ( 240,  75) in Environment -   DerivENV | High-Level-State 2
| Agent  101 | Location (x,y) = ( 288,  88) in Environment -   DerivENV | High-Level-State 2
| Agent  100 | Location (x,y) = ( 109,  98) in Environment -   DerivENV | High-Level-State 2
| Agent   99 | Location (x,y) = ( 324,  15) in Environment -   DerivENV | High-Level-State 0
| Agent   98 | Location (x,y) = ( 240,  95) in Environment -   DerivENV | High-Level-State 0
| Agent   97 | Location (x,y) = ( 392,  31) in Environment -   DerivENV | High-Level-State 0
| Agent   96 | Location (x,y) = ( 139,  40) in Environment -   DerivENV | High-Level-State 0
| Agent   95 | Location (x,y) = ( 237,  73) in Environment -   DerivENV | High-Level-State 0
| Agent   94 | Location (x,y) = ( 191,  35) in Environment -   DerivENV | High-Level-State 0
| Agent   93 | Location (x,y) = ( 194,  45) in Environment -   DerivENV | High-Level-State 0
| Agent   92 | Location (x,y) = ( 253,   9) in Environment -   DerivENV | High-Level-State 2
| Agent   91 | Location (x,y) = ( 324,  67) in Environment -   DerivENV | High-Level-State 0
| Agent   90 | Location (x,y) = ( 244,  32) in Environment -   DerivENV | High-Level-State 0
| Agent   89 | Location (x,y) = (  66,  91) in Environment -   DerivENV | High-Level-State 0
| Agent   88 | Location (x,y) = ( 371,  24) in Environment -   DerivENV | High-Level-State 0
| Agent   87 | Location (x,y) = (  13,  21) in Environment -   DerivENV | High-Level-State 2
| Agent   86 | Location (x,y) = ( 376,  44) in Environment -   DerivENV | High-Level-State 0
| Agent   85 | Location (x,y) = (  36,  85) in Environment -   DerivENV | High-Level-State 0
| Agent   84 | Location (x,y) = (  80,  35) in Environment -   DerivENV | High-Level-State 2
| Agent   83 | Location (x,y) = ( 281,   7) in Environment -   DerivENV | High-Level-State 2
| Agent   82 | Location (x,y) = (  86,  71) in Environment -   DerivENV | High-Level-State 0
| Agent   81 | Location (x,y) = ( 384,  81) in Environment -   DerivENV | High-Level-State 0
| Agent   80 | Location (x,y) = ( 368,  53) in Environment -   DerivENV | High-Level-State 0
| Agent   79 | Location (x,y) = ( 350,  27) in Environment -   DerivENV | High-Level-State 0
| Agent   78 | Location (x,y) = ( 245,  82) in Environment -   DerivENV | High-Level-State 0
| Agent   77 | Location (x,y) = ( 143,  22) in Environment -   DerivENV | High-Level-State 0
| Agent   76 | Location (x,y) = ( 115,  10) in Environment -   DerivENV | High-Level-State 0
| Agent   75 | Location (x,y) = (  57,  19) in Environment -   DerivENV | High-Level-State 0
| Agent   74 | Location (x,y) = ( 122,  29) in Environment -   DerivENV | High-Level-State 0
| Agent   73 | Location (x,y) = ( 366,  10) in Environment -   DerivENV | High-Level-State 0
| Agent   72 | Location (x,y) = ( 116,  89) in Environment -   DerivENV | High-Level-State 0
| Agent   71 | Location (x,y) = ( 264,  20) in Environment -   DerivENV | High-Level-State 0
| Agent   70 | Location (x,y) = ( 276,   6) in Environment -   DerivENV | High-Level-State 0
| Agent   69 | Location (x,y) = ( 347,  23) in Environment -   DerivENV | High-Level-State 0
| Agent   68 | Location (x,y) = ( 305,  34) in Environment -   DerivENV | High-Level-State 0
| Agent   67 | Location (x,y) = ( 163,   8) in Environment -   DerivENV | High-Level-State 0
| Agent   66 | Location (x,y) = ( 217,  31) in Environment -   DerivENV | High-Level-State 0
| Agent   65 | Location (x,y) = (  73,  90) in Environment -   DerivENV | High-Level-State 0
| Agent   64 | Location (x,y) = ( 242,  71) in Environment -   DerivENV | High-Level-State 2
| Agent   63 | Location (x,y) = ( 353,   6) in Environment -   DerivENV | High-Level-State 0
| Agent   62 | Location (x,y) = ( 107,  96) in Environment -   DerivENV | High-Level-State 0
| Agent   61 | Location (x,y) = ( 363,  91) in Environment -   DerivENV | High-Level-State 0
| Agent   60 | Location (x,y) = ( 354,  61) in Environment -   DerivENV | High-Level-State 0
| Agent   59 | Location (x,y) = ( 206,  34) in Environment -   DerivENV | High-Level-State 0
| Agent   58 | Location (x,y) = (  64,  45) in Environment -   DerivENV | High-Level-State 0
| Agent   57 | Location (x,y) = ( 310,   3) in Environment -   DerivENV | High-Level-State 0
| Agent   56 | Location (x,y) = ( 381,   2) in Environment -   DerivENV | High-Level-State 0
| Agent   55 | Location (x,y) = ( 146,  25) in Environment -   DerivENV | High-Level-State 0
| Agent   54 | Location (x,y) = ( 347,  58) in Environment -   DerivENV | High-Level-State 1
| Agent   53 | Location (x,y) = ( 287,   0) in Environment -   DerivENV | High-Level-State 0
| Agent   52 | Location (x,y) = ( 249,  53) in Environment -   DerivENV | High-Level-State 0
| Agent   51 | Location (x,y) = ( 165,  64) in Environment -   DerivENV | High-Level-State 0
| Agent   50 | Location (x,y) = ( 316,  11) in Environment -   DerivENV | High-Level-State 0
| Agent   49 | Location (x,y) = ( 267,  84) in Environment -   DerivENV | High-Level-State 2
| Agent   48 | Location (x,y) = ( 191,   8) in Environment -   DerivENV | High-Level-State 0
| Agent   47 | Location (x,y) = ( 227,  19) in Environment -   DerivENV | High-Level-State 2
| Agent   46 | Location (x,y) = ( 327,  97) in Environment -   DerivENV | High-Level-State 0
| Agent   45 | Location (x,y) = ( 175,  58) in Environment -   DerivENV | High-Level-State 0
| Agent   44 | Location (x,y) = ( 263,  72) in Environment -   DerivENV | High-Level-State 0
| Agent   43 | Location (x,y) = ( 344,  48) in Environment -   DerivENV | High-Level-State 0
| Agent   42 | Location (x,y) = (  70,  80) in Environment -   DerivENV | High-Level-State 2
| Agent   41 | Location (x,y) = ( 347,   9) in Environment -   DerivENV | High-Level-State 0
| Agent   40 | Location (x,y) = ( 313,  18) in Environment -   DerivENV | High-Level-State 0
| Agent   39 | Location (x,y) = ( 238,  76) in Environment -   DerivENV | High-Level-State 0
| Agent   38 | Location (x,y) = ( 184,  40) in Environment -   DerivENV | High-Level-State 0
| Agent   37 | Location (x,y) = ( 154,  34) in Environment -   DerivENV | High-Level-State 0
| Agent   36 | Location (x,y) = ( 229,  55) in Environment -   DerivENV | High-Level-State 0
| Agent   35 | Location (x,y) = ( 266,  38) in Environment -   DerivENV | High-Level-State 0
| Agent   34 | Location (x,y) = ( 132,  72) in Environment -   DerivENV | High-Level-State 0
| Agent   33 | Location (x,y) = ( 123,  87) in Environment -   DerivENV | High-Level-State 0
| Agent   32 | Location (x,y) = ( 153,  41) in Environment -   DerivENV | High-Level-State 0
| Agent   31 | Location (x,y) = ( 159,  52) in Environment -   DerivENV | High-Level-State 0
| Agent   30 | Location (x,y) = (   0,  12) in Environment -   DerivENV | High-Level-State 0
| Agent   29 | Location (x,y) = ( 269,  71) in Environment -   DerivENV | High-Level-State 0
| Agent   28 | Location (x,y) = (  45,  55) in Environment -   DerivENV | High-Level-State 0
| Agent   27 | Location (x,y) = ( 290,  72) in Environment -   DerivENV | High-Level-State 0
| Agent   26 | Location (x,y) = (  81,  84) in Environment -   DerivENV | High-Level-State 0
| Agent   25 | Location (x,y) = ( 299,  47) in Environment -   DerivENV | High-Level-State 2
| Agent   24 | Location (x,y) = ( 102,  69) in Environment -   DerivENV | High-Level-State 0
| Agent   23 | Location (x,y) = (  54,  83) in Environment -   DerivENV | High-Level-State 0
| Agent   22 | Location (x,y) = (  25,  12) in Environment -   DerivENV | High-Level-State 1
| Agent   21 | Location (x,y) = (  40,  60) in Environment -   DerivENV | High-Level-State 2
| Agent   20 | Location (x,y) = ( 320,  43) in Environment -   DerivENV | High-Level-State 0
| Agent   19 | Location (x,y) = ( 316,  43) in Environment -   DerivENV | High-Level-State 0
| Agent   18 | Location (x,y) = ( 228,  63) in Environment -   DerivENV | High-Level-State 0
| Agent   17 | Location (x,y) = ( 169,  40) in Environment -   DerivENV | High-Level-State 0
| Agent   16 | Location (x,y) = (  71,   2) in Environment -   DerivENV | High-Level-State 0
| Agent   15 | Location (x,y) = ( 265,   5) in Environment -   DerivENV | High-Level-State 2
| Agent   14 | Location (x,y) = ( 263,  80) in Environment -   DerivENV | High-Level-State 0
| Agent   13 | Location (x,y) = ( 154,  59) in Environment -   DerivENV | High-Level-State 0
| Agent   12 | Location (x,y) = ( 258,  63) in Environment -   DerivENV | High-Level-State 0
| Agent   11 | Location (x,y) = ( 232,  43) in Environment -   DerivENV | High-Level-State 0
| Agent   10 | Location (x,y) = (  74,  63) in Environment -   DerivENV | High-Level-State 0
| Agent    9 | Location (x,y) = ( 331,  79) in Environment -   DerivENV | High-Level-State 0
| Agent    8 | Location (x,y) = ( 204,  97) in Environment -   DerivENV | High-Level-State 0
| Agent    7 | Location (x,y) = ( 371,  66) in Environment -   DerivENV | High-Level-State 0
| Agent    6 | Location (x,y) = (  99,  87) in Environment -   DerivENV | High-Level-State 0
| Agent    5 | Location (x,y) = (  60,   7) in Environment -   DerivENV | High-Level-State 0
| Agent    4 | Location (x,y) = (  44,  71) in Environment -   DerivENV | High-Level-State 0
| Agent    3 | Location (x,y) = (  53,  80) in Environment -   DerivENV | High-Level-State 0
| Agent    2 | Location (x,y) = (  17,  98) in Environment -   DerivENV | High-Level-State 0
| Agent    1 | Location (x,y) = ( 280,  35) in Environment -   DerivENV | High-Level-State 0
| Agent    0 | Location (x,y) = ( 394,   3) in Environment -   DerivENV | High-Level-State 2
	Tally: { S = 86 , I = 2 , R = 62 | Time 21

| Agent  149 | Location (x,y) = ( 328,  82) in Environment -   DerivENV | High-Level-State 2
| Agent  148 | Location (x,y) = ( 210,  69) in Environment -   DerivENV | High-Level-State 2
| Agent  147 | Location (x,y) = ( 149,  50) in Environment -   DerivENV | High-Level-State 2
| Agent  146 | Location (x,y) = ( 170,  15) in Environment -   DerivENV | High-Level-State 2
| Agent  145 | Location (x,y) = ( 265,  86) in Environment -   DerivENV | High-Level-State 2
| Agent  144 | Location (x,y) = ( 150,  27) in Environment -   DerivENV | High-Level-State 2
| Agent  143 | Location (x,y) = ( 208,   3) in Environment -   DerivENV | High-Level-State 2
| Agent  142 | Location (x,y) = (  34,  75) in Environment -   DerivENV | High-Level-State 2
| Agent  141 | Location (x,y) = ( 137,  73) in Environment -   DerivENV | High-Level-State 2
| Agent  140 | Location (x,y) = ( 172,  56) in Environment -   DerivENV | High-Level-State 2
| Agent  139 | Location (x,y) = (  56,   9) in Environment -   DerivENV | High-Level-State 2
| Agent  138 | Location (x,y) = ( 376,  26) in Environment -   DerivENV | High-Level-State 2
| Agent  137 | Location (x,y) = ( 287,  82) in Environment -   DerivENV | High-Level-State 2
| Agent  136 | Location (x,y) = ( 370,  83) in Environment -   DerivENV | High-Level-State 2
| Agent  135 | Location (x,y) = ( 389,  71) in Environment -   DerivENV | High-Level-State 2
| Agent  134 | Location (x,y) = ( 208,  92) in Environment -   DerivENV | High-Level-State 2
| Agent  133 | Location (x,y) = ( 192,  61) in Environment -   DerivENV | High-Level-State 2
| Agent  132 | Location (x,y) = ( 266,   7) in Environment -   DerivENV | High-Level-State 2
| Agent  131 | Location (x,y) = ( 155,  82) in Environment -   DerivENV | High-Level-State 2
| Agent  130 | Location (x,y) = ( 109,   5) in Environment -   DerivENV | High-Level-State 2
| Agent  129 | Location (x,y) = (  37,  77) in Environment -   DerivENV | High-Level-State 2
| Agent  128 | Location (x,y) = ( 113,  72) in Environment -   DerivENV | High-Level-State 2
| Agent  127 | Location (x,y) = (  87,  19) in Environment -   DerivENV | High-Level-State 2
| Agent  126 | Location (x,y) = ( 392,  56) in Environment -   DerivENV | High-Level-State 2
| Agent  125 | Location (x,y) = ( 357,  28) in Environment -   DerivENV | High-Level-State 2
| Agent  124 | Location (x,y) = ( 144,  34) in Environment -   DerivENV | High-Level-State 2
| Agent  123 | Location (x,y) = ( 260,  65) in Environment -   DerivENV | High-Level-State 2
| Agent  122 | Location (x,y) = ( 300,  63) in Environment -   DerivENV | High-Level-State 2
| Agent  121 | Location (x,y) = ( 267,  57) in Environment -   DerivENV | High-Level-State 2
| Agent  120 | Location (x,y) = ( 269,   9) in Environment -   DerivENV | High-Level-State 2
| Agent  119 | Location (x,y) = ( 144,  94) in Environment -   DerivENV | High-Level-State 2
| Agent  118 | Location (x,y) = (  41,  77) in Environment -   DerivENV | High-Level-State 2
| Agent  117 | Location (x,y) = (  39,  59) in Environment -   DerivENV | High-Level-State 2
| Agent  116 | Location (x,y) = ( 398,  39) in Environment -   DerivENV | High-Level-State 2
| Agent  115 | Location (x,y) = (  80,  86) in Environment -   DerivENV | High-Level-State 2
| Agent  114 | Location (x,y) = ( 130,  37) in Environment -   DerivENV | High-Level-State 2
| Agent  113 | Location (x,y) = ( 285,  53) in Environment -   DerivENV | High-Level-State 2
| Agent  112 | Location (x,y) = ( 396,  85) in Environment -   DerivENV | High-Level-State 2
| Agent  111 | Location (x,y) = ( 290,   8) in Environment -   DerivENV | High-Level-State 2
| Agent  110 | Location (x,y) = (  85,  37) in Environment -   DerivENV | High-Level-State 2
| Agent  109 | Location (x,y) = (  39,  59) in Environment -   DerivENV | High-Level-State 2
| Agent  108 | Location (x,y) = ( 367,  73) in Environment -   DerivENV | High-Level-State 2
| Agent  107 | Location (x,y) = ( 302,  12) in Environment -   DerivENV | High-Level-State 2
| Agent  106 | Location (x,y) = ( 391,  87) in Environment -   DerivENV | High-Level-State 2
| Agent  105 | Location (x,y) = ( 151,  18) in Environment -   DerivENV | High-Level-State 2
| Agent  104 | Location (x,y) = ( 231,  79) in Environment -   DerivENV | High-Level-State 2
| Agent  103 | Location (x,y) = ( 248,  72) in Environment -   DerivENV | High-Level-State 2
| Agent  102 | Location (x,y) = ( 324,  34) in Environment -   DerivENV | High-Level-State 2
| Agent  101 | Location (x,y) = (  55,  66) in Environment -   DerivENV | High-Level-State 2
| Agent  100 | Location (x,y) = ( 139,  19) in Environment -   DerivENV | High-Level-State 2
| Agent   99 | Location (x,y) = ( 115,   5) in Environment -   DerivENV | High-Level-State 0
| Agent   98 | Location (x,y) = ( 133,  39) in Environment -   DerivENV | High-Level-State 0
| Agent   97 | Location (x,y) = (   1,  38) in Environment -   DerivENV | High-Level-State 0
| Agent   96 | Location (x,y) = ( 179,  63) in Environment -   DerivENV | High-Level-State 0
| Agent   95 | Location (x,y) = (  59,  20) in Environment -   DerivENV | High-Level-State 0
| Agent   94 | Location (x,y) = ( 341,  60) in Environment -   DerivENV | High-Level-State 0
| Agent   93 | Location (x,y) = ( 256,  27) in Environment -   DerivENV | High-Level-State 0
| Agent   92 | Location (x,y) = (  22,  49) in Environment -   DerivENV | High-Level-State 2
